Class ID,Definitions,Definições
http://purl.obolibrary.org/obo/SYMP_0000654,"A behavioral symptom characterized by a quick excitability to annoyance, impatience, or anger.","Um sintoma comportamental caracterizado por uma rápida excitabilidade ao aborrecimento, impaciência ou raiva."
http://purl.obolibrary.org/obo/SYMP_0000057,,
http://purl.obolibrary.org/obo/SYMP_0000210,,
http://purl.obolibrary.org/obo/SYMP_0000303,,
http://purl.obolibrary.org/obo/SYMP_0000320,,
http://purl.obolibrary.org/obo/SYMP_0000434,"Urticaria is a skin and integumentary tissue symptom characterized 
by raised red skin wheals (welts) commonly caused by an allergic reaction with wheals that may vary in size from about 5 mm (0.2 inches) in diameter to the size of a dinner plate that are described as severely itchy a stingnig or burning sensation, and having a pale border.|doid/symp duplicate","A urticária é um sintoma de pele e tecido tegumentar caracterizado por pápulas cutâneas avermelhadas (vergões), comumente causadas por uma reação alérgica com pápulas que podem variar em tamanho de cerca de 5 mm (0,2 polegadas) de diâmetro até o tamanho de um prato descrito com coceira intensa, sensação de ardência ou queimação e com uma borda pálida. | doid / symp duplicate"
http://purl.obolibrary.org/obo/SYMP_0000296,,
http://purl.obolibrary.org/obo/SYMP_0000279,,
http://purl.obolibrary.org/obo/SYMP_0000389,,
http://purl.obolibrary.org/obo/SYMP_0000100,,
http://purl.obolibrary.org/obo/SYMP_0000201,,
http://purl.obolibrary.org/obo/SYMP_0000287,Arrhythmia is a cardiovascular system symptom consisting of an alteration in rhythm of the heartbeat either in time or force.,"Arritmia é um sintoma do sistema cardiovascular que consiste em uma alteração no ritmo dos batimentos cardíacos, seja no tempo ou na força."
http://purl.obolibrary.org/obo/SYMP_0000397,,
http://purl.obolibrary.org/obo/SYMP_0000177,,
http://purl.obolibrary.org/obo/SYMP_0000063,,
http://purl.obolibrary.org/obo/SYMP_0000080,,
http://purl.obolibrary.org/obo/SYMP_0000757,,
http://purl.obolibrary.org/obo/SYMP_0000774,,
